place_id,name,address,city,postal_code,latitude,longitude,rating,review_count,google_url,facility_type,num_courts,indoor_outdoor,phone,website,collected_at,last_updated
ChIJSZnCXxG1Gg0RywfWI6RJLaQ,Padel Club Alsakia,"Urbanização Al-Sakia Village Lote LZD, 8125-020 Quarteira, Portugal",Quarteira,,37.0791222,-8.0791586,4.4,30,https://maps.google.com/?cid=11830192765496854475,club,,,914 391 943,https://www.tiepadel.com/padelclubalsakia,2025-11-02T11:04:36.171164,2025-11-02T11:04:36.171169
ChIJM9pSJr_XGg0Ryid2k7uAnoM,Lagoa STATION,"R. de Alagoas Brancas, 8400-424 Lagoa, Portugal",Lagoa,,37.1272697,-8.450466,4.9,12,https://maps.google.com/?cid=9484159408410077130,club,,,962 291 060,https://www.lagoastation.com/,2025-11-02T11:04:36.578235,2025-11-02T11:04:36.578240
ChIJp_RB6-0oGw0R-ASUq13I7ug,Clube Ténis Portimão e Rocha,"Complexo Municipal de Tenis e Padel, R. do Viveiro, 8500-652 Portimão, Portugal",Portimão,,37.13476380000001,-8.5402501,4.6,310,https://maps.google.com/?cid=16784573165892535544,club,,,924 134 308,https://www.tietennis.com/ctportimao,2025-11-02T11:04:35.761885,2025-11-02T11:04:35.761887
ChIJhekIdgCtGg0RHc8d6o9ovMk,T-Padel,"33PF+PG, 8005 Estoi, Portugal",Estoi,,37.0868087,-7.926248800000001,5.0,20,https://maps.google.com/?cid=14536608664562552605,club,,,912 391 017,https://www.tiepadel.com/T-Padel,2025-11-02T11:04:33.701775,2025-11-02T11:04:33.701779
ChIJL75JJ1AvGw0RiVT-IjfSQNE,Alvor Padel Club,"R. Dom Sancho I, 8500-013 Alvor, Portugal",Alvor,,37.12839,-8.5941372,4.7,43,https://maps.google.com/?cid=15078282686688547977,club,,,931 682 026,http://www.alvorpadelclub.com/,2025-11-02T11:04:34.940332,2025-11-02T11:04:34.940337
ChIJo0h_8Ju0Gg0RvfGFPQY90CQ,Vale do Lobo Tennis Academy,"Av. Florida, 8135-034 Almancil, Portugal",Almancil,,37.05141649999999,-8.051853,4.6,290,https://maps.google.com/?cid=2652687277532508605,club,,,962 105 056,https://www.valedolobo.com/pt/atividades/tenis-padel/,2025-11-02T11:04:34.525819,2025-11-02T11:04:34.525823
ChIJC3__HKWyGg0RshmSqNwxcGA,Faro Tennis Center,"Mt E Branco, R. das Violetas, 8005 Faro, Portugal",Faro,,37.0414819,-7.969194799999999,4.4,189,https://maps.google.com/?cid=6949109048823388594,sports_center,,,289 817 877,http://tenisfaro.com/,2025-11-02T11:04:33.908420,2025-11-02T11:04:33.908424
ChIJHejcdu61Gg0Rw2uqgglgGdk,Vilamoura Tennis & Padel Academy,"Av. Eng. João Meireles, Vilamoura, 8125-406 Quarteira, Portugal",Vilamoura,,37.0847229,-8.1181356,4.4,600,https://maps.google.com/?cid=15643640374611307459,club,,,289 324 123,http://www.vilamoura.tennis/,2025-11-02T11:04:34.318926,2025-11-02T11:04:34.318931
ChIJnwMjHX0xGw0RR97hD8rcees,OCEAN PADEL CLUB LUZ,"RUA Dr FRANSISCO GENTIL MARTIME LOT 57, PRAIA DA LUZ, 8600-164 Lagos, Portugal",Luz,,37.0879217,-8.7310033,4.8,54,https://maps.google.com/?cid=16967835831503019591,club,,,961 410 707,http://oceanpadelclub.com/,2025-11-02T11:04:34.111974,2025-11-02T11:04:34.111979
ChIJSePEemuuGg0RWDO7O8cf37E,Centro Desportivo Quinta das Raposeiras (Quinta das Raposeiras Sports Center),"R. do Ténis, 8005 Faro, Portugal",Faro,,37.1337425,-7.935572,4.7,63,https://maps.google.com/?cid=12816998005080798040,club,,,916 475 312,,2025-11-02T11:04:38.228712,2025-11-02T11:04:38.228717
ChIJHVICA99SBQ0RvWSpZbSg6Bw,Academia De Ténis e Padel Eduardo Beldade,"R. do Bom Joao, 8000 Faro, Portugal",Faro,,37.0148987,-7.918536800000001,4.5,84,https://maps.google.com/?cid=2083091524319012029,club,,,916 591 967,,2025-11-02T11:04:41.668698,2025-11-02T11:04:41.668703
ChIJzbImPlopGw0RmEvSINFKyL8,Ninety Five Padel™,"R. da Vila Rosa, 8500-782 Portimão, Portugal",Portimão,,37.1248068,-8.539712399999999,,0,https://maps.google.com/?cid=13819377718645640088,club,,,937 030 763,,2025-11-02T11:04:37.815939,2025-11-02T11:04:37.815944
ChIJyXNYb4OjGw0RnfLEGu63qtg,Aljezur Padel,"Urbanização Paisagem Oceano 110, 8670-158 Aljezur, Portugal",Aljezur,,37.3004789,-8.8489729,4.9,22,https://maps.google.com/?cid=15612493291512459933,club,,,912 995 839,,2025-11-02T11:04:35.555940,2025-11-02T11:04:35.555941
ChIJ6bchZ0LXGg0R7TjCmZeoPmg,GlobalX Padel Academy,"Carvoeiro Clube de ténis, Mato Serrão, 8400-556 Carvoeiro, Portugal",Carvoeiro,,37.1076774,-8.4841499,4.6,7,https://maps.google.com/?cid=7511626597573736685,club,,,937 846 534,,2025-11-02T11:04:37.197705,2025-11-02T11:04:37.197710
ChIJvW8DAInPGg0RJm7fyffP1D0,Padel Blu,"R. de Brejos 2, 8200-047 Albufeira, Portugal",Albufeira,,37.1037999,-8.2353278,4.7,19,https://maps.google.com/?cid=4455414594526998054,club,,,289 508 154,,2025-11-02T11:04:34.733433,2025-11-02T11:04:34.733438
ChIJER97mDUwGw0Rv9VyPL9jlHg,Lagos Tennis Club,"R. Gen. Humberto Delgado s/n, 8600-707 Lagos, Portugal",Lagos,,37.1091614,-8.6811776,4.6,187,https://maps.google.com/?cid=8688679254108591551,club,,,936 568 858,,2025-11-02T11:04:35.350119,2025-11-02T11:04:35.350121
ChIJ6Wr7uF_LGg0RrLfiTZBlpb0,AP Victoria Sports & Beach Padel,"8200-594 Albufeira, Portugal",Albufeira,,37.0901989,-8.1675461,4.2,13,https://maps.google.com/?cid=13665440314782037932,club,,,,,2025-11-02T11:04:38.845226,2025-11-02T11:04:38.845230
ChIJzfeEO8PRGg0RsfgTc8J1c9A,Amendoeira Padel Tennis Courts,"5J2P+56, 8365-023 Alcantarilha, Portugal",Alcantarilha,,37.14990710000001,-8.365018,5.0,3,https://maps.google.com/?cid=15020478660225530033,club,,,,,2025-11-02T11:04:41.462150,2025-11-02T11:04:41.462155
ChIJM9hNCSsdEA0RjIrr98hgPuo,Pista de padel 01,"8800 Tavira, Portugal",Tavira,,37.1387878,-7.6045376,,0,https://maps.google.com/?cid=16879034869700332172,club,,,,,2025-11-02T11:04:42.078498,2025-11-02T11:04:42.078503
ChIJyTmeWwAxGw0RLnaz210i7_4,Теннисный корт,"R. Jaime Leotte do Rego 49, 8600 Lagos, Portugal",Lagos,,37.0884891,-8.687597199999999,,0,https://maps.google.com/?cid=18369939191580816942,club,,,,,2025-11-02T11:04:42.282989,2025-11-02T11:04:42.282995
ChIJcUQBBy9NBQ0RgdLfOwbmcic,Clube De Tenis Quinta Do Eucalipto,"R. Prof. Vitorino Nemésio 56, 8005-227 Faro, Portugal",Faro,8005-227,37.02798028,-7.97378611,4.6,178,,club,,,289 818 015,http://teniseucalipto.com/,2025-11-02T12:00:00.000000,2025-11-02T12:00:00.000000
